hIp1,hRs1,nbSlow,rescuedDynamicFastMed,rescuedDynamicMax,rescuedDynamicMed,rescuedDynamicMin,rescuedDynamicSlowMed,zombifiedDynamicMed
0.9,0.2,50,24.5,51.0,27.0,6.0,3.5,13.0
0.9,0.2,50,15.5,42.0,17.0,3.0,1.0,12.5
0.9,0.2,50,13.0,26.0,16.0,0.0,2.5,12.5
0.9,0.2,50,6.0,23.0,9.0,1.0,1.0,10.0
0.9,0.2,50,2.5,21.0,5.0,0.0,3.0,4.0
0.9,0.2,50,0.5,19.0,2.5,0.0,0.5,3.0
0.9,0.2,50,0.0,14.0,0.0,0.0,0.0,2.0
0.9,0.2,50,0.0,6.0,0.0,0.0,0.0,1.0
0.9,0.2,50,0.0,3.0,0.0,0.0,0.0,0.0
0.9,0.2,50,0.0,5.0,0.0,0.0,0.0,0.5
0.9,0.2,50,0.0,0.0,0.0,0.0,0.0,0.0
0.9,0.2,50,0.0,0.0,0.0,0.0,0.0,0.0
0.9,0.2,50,0.0,0.0,0.0,0.0,0.0,0.0
0.9,0.2,50,0.0,0.0,0.0,0.0,0.0,0.0
0.9,0.2,50,0.0,0.0,0.0,0.0,0.0,0.0
0.9,0.2,50,0.0,0.0,0.0,0.0,0.0,0.0
0.9,0.2,50,0.0,0.0,0.0,0.0,0.0,0.0
0.9,0.2,50,0.0,0.0,0.0,0.0,0.0,0.0
0.9,0.2,50,0.0,0.0,0.0,0.0,0.0,0.0
0.9,0.2,50,0.0,0.0,0.0,0.0,0.0,0.0
0.9,0.2,50,0.0,0.0,0.0,0.0,0.0,0.0
0.9,0.2,50,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.2,50,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.2,50,3.0,19.0,3.5,2.0,0.0,4.0
1.0,0.2,50,18.5,46.0,19.5,14.0,2.0,9.0
1.0,0.2,50,19.0,65.0,21.0,6.0,3.0,12.0
1.0,0.2,50,17.5,48.0,20.5,11.0,4.0,13.5
1.0,0.2,50,23.5,40.0,26.5,2.0,2.5,17.5
1.0,0.2,50,9.5,23.0,14.5,3.0,3.0,15.0
1.0,0.2,50,5.5,17.0,6.5,1.0,1.0,11.5
1.0,0.2,50,2.0,14.0,3.0,1.0,1.0,7.0
1.0,0.2,50,0.0,7.0,0.0,0.0,0.0,4.5
1.0,0.2,50,0.0,5.0,0.5,0.0,0.0,2.0
1.0,0.2,50,0.0,6.0,0.0,0.0,0.0,1.5
1.0,0.2,50,0.0,6.0,0.0,0.0,0.0,0.0
1.0,0.2,50,0.0,6.0,0.0,0.0,0.0,0.0
1.0,0.2,50,0.0,4.0,0.0,0.0,0.0,0.0
1.0,0.2,50,0.0,1.0,0.0,0.0,0.0,0.0
1.0,0.2,50,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.2,50,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.2,50,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.2,50,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.2,50,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.2,50,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.2,50,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.2,50,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.2,50,0.0,0.0,0.0,0.0,0.0,0.0
1.0,0.2,50,0.0,0.0,0.0,0.0,0.0,0.0
0.1,0.4,50,0.0,0.0,0.0,0.0,0.0,0.0
0.1,0.4,50,2.0,12.0,2.0,0.0,0.0,4.0
0.1,0.4,50,20.5,43.0,20.5,8.0,0.0,8.5
0.1,0.4,50,34.5,50.0,34.5,22.0,0.0,9.5
0.1,0.4,50,42.0,63.0,42.0,22.0,0.0,13.5
0.1,0.4,50,33.0,62.0,33.0,15.0,0.0,7.5
0.1,0.4,50,13.0,39.0,13.0,2.0,0.0,10.0
0.1,0.4,50,9.5,18.0,9.5,1.0,0.0,5.5
0.1,0.4,50,2.0,13.0,2.0,0.0,0.0,3.0
0.1,0.4,50,1.0,12.0,1.0,0.0,0.0,1.5
0.1,0.4,50,0.0,5.0,0.0,0.0,0.0,2.0
0.1,0.4,50,0.0,1.0,0.0,0.0,0.0,1.0
0.1,0.4,50,0.0,0.0,0.0,0.0,0.0,1.0
0.1,0.4,50,0.0,0.0,0.0,0.0,0.0,1.0
0.1,0.4,50,0.0,0.0,0.0,0.0,0.0,0.0
0.1,0.4,50,0.0,0.0,0.0,0.0,0.0,0.5
0.1,0.4,50,0.0,0.0,0.0,0.0,0.0,0.0
0.1,0.4,50,0.0,0.0,0.0,0.0,0.0,0.0
0.1,0.4,50,0.0,0.0,0.0,0.0,0.0,0.0
0.1,0.4,50,0.0,0.0,0.0,0.0,0.0,0.0
0.1,0.4,50,0.0,0.0,0.0,0.0,0.0,0.0
0.1,0.4,50,0.0,0.0,0.0,0.0,0.0,0.0
0.1,0.4,50,0.0,0.0,0.0,0.0,0.0,0.0
0.1,0.4,50,0.0,0.0,0.0,0.0,0.0,0.0
0.1,0.4,50,0.0,0.0,0.0,0.0,0.0,0.0
0.1,0.4,50,0.0,0.0,0.0,0.0,0.0,0.0
0.2,0.4,50,0.0,0.0,0.0,0.0,0.0,0.0
0.2,0.4,50,4.0,8.0,4.0,0.0,0.0,3.0
0.2,0.4,50,24.5,46.0,24.5,13.0,0.0,8.0
0.2,0.4,50,37.5,75.0,37.5,15.0,0.0,9.5
0.2,0.4,50,28.5,49.0,28.5,6.0,0.0,15.5
0.2,0.4,50,24.5,32.0,24.5,1.0,0.0,17.0
0.2,0.4,50,9.5,19.0,9.5,4.0,0.0,12.0
0.2,0.4,50,4.0,32.0,4.0,1.0,0.0,9.0
0.2,0.4,50,1.5,24.0,1.5,0.0,0.0,6.0
0.2,0.4,50,0.0,18.0,0.0,0.0,0.0,4.0
0.2,0.4,50,0.0,2.0,0.0,0.0,0.0,1.5
0.2,0.4,50,0.0,5.0,0.0,0.0,0.0,0.5
0.2,0.4,50,0.0,1.0,0.0,0.0,0.0,1.0
0.2,0.4,50,0.0,2.0,0.0,0.0,0.0,0.0
0.2,0.4,50,0.0,0.0,0.0,0.0,0.0,0.0
0.2,0.4,50,0.0,1.0,0.0,0.0,0.0,0.0
0.2,0.4,50,0.0,0.0,0.0,0.0,0.0,0.0
0.2,0.4,50,0.0,0.0,0.0,0.0,0.0,0.0
0.2,0.4,50,0.0,0.0,0.0,0.0,0.0,0.0
0.2,0.4,50,0.0,0.0,0.0,0.0,0.0,0.0
0.2,0.4,50,0.0,0.0,0.0,0.0,0.0,0.0
0.2,0.4,50,0.0,0.0,0.0,0.0,0.0,0.0
0.2,0.4,50,0.0,0.0,0.0,0.0,0.0,0.0
0.2,0.4,50,0.0,0.0,0.0,0.0,0.0,0.0
0.2,0.4,50,0.0,0.0,0.0,0.0,0.0,0.0
0.2,0.4,50,0.0,0.0,0.0,0.0,0.0,0.0
0.30000000000000004,0.4,50,0.0,0.0,0.0,0.0,0.0,0.0
0.30000000000000004,0.4,50,3.0,18.0,3.0,0.0,0.0,2.5
0.30000000000000004,0.4,50,17.5,41.0,17.5,7.0,0.0,9.0
0.30000000000000004,0.4,50,42.0,64.0,42.0,20.0,0.0,14.5
0.30000000000000004,0.4,50,29.5,51.0,29.5,8.0,0.0,15.0
0.30000000000000004,0.4,50,18.0,31.0,18.0,3.0,0.0,14.5
0.30000000000000004,0.4,50,17.5,33.0,17.5,0.0,0.0,7.0
0.30000000000000004,0.4,50,5.5,26.0,5.5,1.0,0.0,8.0
0.30000000000000004,0.4,50,3.5,8.0,3.5,0.0,0.0,4.0
0.30000000000000004,0.4,50,2.5,17.0,2.5,0.0,0.0,1.5
0.30000000000000004,0.4,50,1.0,8.0,1.0,0.0,0.0,2.0
0.30000000000000004,0.4,50,0.0,6.0,0.0,0.0,0.0,1.0
0.30000000000000004,0.4,50,0.0,3.0,0.0,0.0,0.0,1.0
0.30000000000000004,0.4,50,0.0,5.0,0.0,0.0,0.0,0.0
0.30000000000000004,0.4,50,0.0,4.0,0.0,0.0,0.0,0.0
0.30000000000000004,0.4,50,0.0,3.0,0.0,0.0,0.0,0.0
0.30000000000000004,0.4,50,0.0,3.0,0.0,0.0,0.0,0.0
0.30000000000000004,0.4,50,0.0,2.0,0.0,0.0,0.0,0.0
0.30000000000000004,0.4,50,0.0,0.0,0.0,0.0,0.0,0.0
0.30000000000000004,0.4,50,0.0,1.0,0.0,0.0,0.0,0.0
0.30000000000000004,0.4,50,0.0,8.0,0.0,0.0,0.0,0.0
0.30000000000000004,0.4,50,0.0,0.0,0.0,0.0,0.0,0.0
0.30000000000000004,0.4,50,0.0,0.0,0.0,0.0,0.0,0.0
0.30000000000000004,0.4,50,0.0,0.0,0.0,0.0,0.0,0.0
0.30000000000000004,0.4,50,0.0,0.0,0.0,0.0,0.0,0.0
0.30000000000000004,0.4,50,0.0,0.0,0.0,0.0,0.0,0.0
0.4,0.4,50,0.0,0.0,0.0,0.0,0.0,0.0
0.4,0.4,50,3.5,15.0,3.5,0.0,0.0,3.0
0.4,0.4,50,22.5,48.0,22.5,9.0,0.0,7.0
0.4,0.4,50,29.0,70.0,29.0,14.0,0.0,9.0
0.4,0.4,50,28.5,59.0,28.5,8.0,0.0,11.0
0.4,0.4,50,23.0,46.0,23.0,10.0,0.0,13.0
0.4,0.4,50,9.5,28.0,9.5,1.0,0.0,7.0
0.4,0.4,50,3.0,19.0,3.0,1.0,0.0,7.5
0.4,0.4,50,2.0,11.0,2.0,0.0,0.0,10.5
0.4,0.4,50,0.0,11.0,0.0,0.0,0.0,6.0
0.4,0.4,50,1.0,2.0,1.0,0.0,0.0,4.5
0.4,0.4,50,0.5,3.0,0.5,0.0,0.0,2.0
0.4,0.4,50,0.0,1.0,0.0,0.0,0.0,0.5
0.4,0.4,50,0.0,1.0,0.0,0.0,0.0,1.0
0.4,0.4,50,0.0,1.0,0.0,0.0,0.0,0.5
0.4,0.4,50,0.0,1.0,0.0,0.0,0.0,0.0
0.4,0.4,50,0.0,0.0,0.0,0.0,0.0,0.0
0.4,0.4,50,0.0,0.0,0.0,0.0,0.0,0.0
0.4,0.4,50,0.0,0.0,0.0,0.0,0.0,0.0
0.4,0.4,50,0.0,0.0,0.0,0.0,0.0,0.0
0.4,0.4,50,0.0,0.0,0.0,0.0,0.0,0.0
0.4,0.4,50,0.0,0.0,0.0,0.0,0.0,0.0
0.4,0.4,50,0.0,0.0,0.0,0.0,0.0,0.0
0.4,0.4,50,0.0,0.0,0.0,0.0,0.0,0.0
0.4,0.4,50,0.0,0.0,0.0,0.0,0.0,0.0
0.4,0.4,50,0.0,0.0,0.0,0.0,0.0,0.0
0.5,0.4,50,0.0,0.0,0.0,0.0,0.0,0.0
0.5,0.4,50,5.0,8.0,5.0,0.0,0.0,3.5
0.5,0.4,50,32.0,63.0,32.0,12.0,0.0,4.5
0.5,0.4,50,31.0,76.0,31.0,21.0,0.0,14.0
0.5,0.4,50,32.0,54.0,32.0,20.0,0.0,15.5
0.5,0.4,50,17.0,41.0,17.0,10.0,0.0,14.5
0.5,0.4,50,10.0,23.0,10.0,5.0,0.0,11.0
0.5,0.4,50,4.5,16.0,4.5,1.0,0.0,9.0
0.5,0.4,50,3.0,9.0,3.0,0.0,0.0,6.0
0.5,0.4,50,1.0,7.0,1.0,0.0,0.0,4.0
0.5,0.4,50,0.0,5.0,0.0,0.0,0.0,2.0
0.5,0.4,50,0.0,4.0,0.0,0.0,0.0,2.0
0.5,0.4,50,0.0,1.0,0.0,0.0,0.0,1.0
0.5,0.4,50,0.0,2.0,0.0,0.0,0.0,0.0
0.5,0.4,50,0.0,1.0,0.0,0.0,0.0,0.0
0.5,0.4,50,0.0,0.0,0.0,0.0,0.0,0.0
0.5,0.4,50,0.0,0.0,0.0,0.0,0.0,0.0
0.5,0.4,50,0.0,0.0,0.0,0.0,0.0,0.0
0.5,0.4,50,0.0,0.0,0.0,0.0,0.0,0.0
0.5,0.4,50,0.0,0.0,0.0,0.0,0.0,0.0
0.5,0.4,50,0.0,0.0,0.0,0.0,0.0,0.0
0.5,0.4,50,0.0,0.0,0.0,0.0,0.0,0.0
0.5,0.4,50,0.0,0.0,0.0,0.0,0.0,0.0
